id,primary,yearpublished,minplayers,maxplayers,playingtime,minage,owned,trading,wanting,wishing,average,bayes_average,users_rated,is_popular
145103,7 Days of Westerplatte,2013,1,4,60,8,507,23,34,155,6.6,5.67,344,1
4746,Dungeons & Dragons Computer Labyrinth Game,1980,1,2,20,8,722,49,27,113,6.02,5.565,344,0
291847,Mantis Falls,2021,2,3,90,14,1464,20,46,502,7.72,5.806,344,1
218310,Trickster: Champions of Time,2017,2,7,30,14,877,47,7,68,6.47,5.663,344,0
639,American Megafauna,1997,1,4,360,9,600,20,83,223,6.86,5.726,344,1
14188,Bughouse Chess,1960,4,4,10,10,178,0,2,27,7.39,5.806,344,1
193083,Kribbeln,2016,2,5,20,8,581,13,14,61,6.37,5.651,344,0
52568,Mali Powstańcy: Warszawa 1944,2009,2,4,30,8,440,18,34,123,6.56,5.668,344,1
181176,Council of Blackthorn,2016,2,6,90,13,571,26,27,132,7.3,5.741,344,1
131332,Berserk: War of the Realms,2013,2,4,60,13,1043,92,5,62,6.34,5.62,344,0
171356,Argonauts,2015,1,4,60,10,696,28,48,204,7.02,5.735,343,1
2342,Mystery Mansion,1984,3,4,90,8,752,30,43,110,6.09,5.571,343,0
25605,Walhalla,2006,3,4,60,12,570,41,16,79,6.38,5.654,343,0
62,Curse of the Mummy's Tomb,1988,1,4,120,12,641,30,38,91,5.32,5.464,342,0
264637,Yokohama Duel,2018,2,2,45,12,1284,20,123,388,7.54,5.843,342,1
680,Dune,1984,2,4,90,10,935,58,29,67,5.76,5.524,342,0
104555,The Blue Lion,2011,2,2,15,8,555,17,10,50,5.95,5.577,342,0
180816,Munchkin The Nightmare Before Christmas,2015,3,6,120,10,1652,25,18,99,6.52,5.625,342,1
186904,The Champion of the Wild,2018,3,8,35,8,781,29,50,307,6.93,5.734,342,1
3119,Haste Worte?,1997,3,8,30,8,605,21,15,56,6.81,5.713,342,1
260201,Manitoba,2018,2,4,75,12,714,31,29,206,6.42,5.646,342,0
15880,The Hollywood! Card Game,2005,3,4,15,12,521,67,6,20,5.54,5.501,342,0
15826,Triumph of Chaos,2005,2,2,360,12,812,36,83,292,7.59,5.833,341,1
1681,Tokyo Express: The Guadalcanal Naval Campaign – 1942,1988,1,2,180,12,1284,32,125,253,7.16,5.759,341,1
172994,Catan: Traveler – Compact Edition,2015,2,4,75,10,1169,19,16,65,7.09,5.736,341,1
9211,Screwball Scramble,1979,1,1,20,5,561,16,15,40,5.54,5.494,341,0
4,Tal der Könige,1992,2,4,60,12,640,40,55,123,6.6,5.679,341,1
5015,Don't Spill the Beans,1957,2,4,10,3,531,10,2,11,4.17,5.269,341,0
228570,Raging Bulls,2017,1,1,30,8,396,0,8,131,6.6,5.672,341,1
181290,KUMO Hogosha,2015,2,4,30,8,594,41,26,144,6.65,5.673,341,1
221248,Monikers: The Shut Up & Sit Down Nonsense Box,2017,4,20,60,18,1434,7,23,134,8.12,5.944,341,1
3084,Buccaneer,1938,2,6,90,8,631,14,29,49,6.02,5.564,341,0
8138,Kogge,2003,2,4,90,10,443,21,126,190,6.75,5.721,341,1
42702,Jackal,2009,2,4,120,8,346,11,3,24,5.73,5.5,340,0
18265,Message to the Czar,2003,2,5,30,10,701,74,7,14,5.74,5.536,340,0
2268,Lost Patrol,2000,2,4,30,8,720,9,76,189,6.43,5.633,340,0
14634,Homeworlds,2001,2,6,60,10,517,2,20,149,7.61,5.83,340,1
146228,1714: The Case of the Catalans,2014,2,5,120,12,485,17,48,144,6.93,5.726,340,1
4102,Europa Universalis,1993,1,6,3600,14,806,30,60,237,6.84,5.682,339,1
28907,B-29 Superfortress,2008,1,1,90,14,1018,31,76,278,7.02,5.72,339,1
1380,Jockey,1973,2,6,45,12,662,54,10,37,6.33,5.632,339,0
46362,High Noon Saloon,2011,2,6,45,10,1014,80,11,79,6.24,5.606,339,0
387,Corruption,2000,3,7,45,10,702,69,6,27,5.82,5.549,339,0
127188,Tweeeet,2012,2,6,30,7,401,18,21,59,6.21,5.618,339,0
85108,U-Boat Leader,2011,1,1,90,12,1073,38,72,299,7.0,5.714,339,1
260410,Horizon Zero Dawn: The Board Game,2020,1,4,90,12,1272,23,37,391,7.13,5.688,339,1
30324,Ca$h 'n Gun$: Live,2007,8,20,30,10,968,40,31,89,6.37,5.649,339,0
853,...und tschüss!,1997,4,6,30,10,430,14,37,59,6.41,5.65,339,0
251747,Atlantic Chase,2021,1,2,120,14,1188,6,148,576,8.55,5.958,339,1
243994,Swordcrafters,2018,1,5,30,6,516,24,18,115,6.55,5.656,339,1
53804,Cir*Kis,2009,2,4,30,8,890,93,2,29,5.26,5.442,339,0
98762,Test of Fire: Bull Run 1861,2011,2,2,45,10,755,60,11,564,6.52,5.669,339,1
1920,The Business Game,1965,2,6,90,8,675,33,9,39,5.88,5.539,338,0
1551,Sub Search,1973,2,2,45,10,770,47,32,92,5.83,5.552,338,0
20952,UNO Junior,1992,2,4,20,3,722,3,3,12,5.82,5.546,338,0
153939,Tortuga,2014,2,4,35,8,939,71,15,82,5.76,5.533,338,0
7614,A World at War,2003,1,8,2880,14,1374,39,95,417,7.6,5.755,338,1
175334,The Undercity: An Iron Kingdoms Adventure Board Game,2015,2,4,120,14,1057,58,51,292,7.06,5.722,338,1
231966,Stworze,2017,1,5,180,12,566,16,14,83,5.91,5.519,338,0
63395,Chocolatl,2010,3,5,45,8,560,22,21,65,6.38,5.646,338,0
177697,Bang! The Dice Game: The Walking Dead,2015,3,8,30,8,817,33,19,92,6.67,5.684,338,1
220193,Chemistry Fluxx,2017,2,6,30,8,1171,16,10,113,6.3,5.622,338,0
15311,Halli Galli Extreme,2005,2,6,20,6,749,25,3,15,5.72,5.513,337,0
33495,Time's Up! Édition purple,2007,4,12,45,0,647,2,6,25,7.23,5.787,337,1
68227,Fabula,2010,3,8,30,8,778,58,25,131,5.8,5.545,337,0
202443,Barker's Row,2018,2,4,50,12,953,49,8,86,6.49,5.642,337,0
92852,Say Anything Family Edition,2011,3,6,30,8,813,25,10,82,6.7,5.696,337,1
122890,Mercante,2012,3,5,60,12,878,78,21,137,6.59,5.683,337,1
335,Breakthru,1965,2,2,15,10,1309,129,10,33,5.81,5.543,337,0
283242,The Whatnot Cabinet,2021,1,4,30,8,887,18,74,457,7.42,5.81,337,1
5585,UNO: Harry Potter,2000,2,10,30,7,1039,16,2,26,5.56,5.487,337,0
4258,Totaler Krieg!,1999,2,3,360,12,686,50,31,78,7.44,5.808,336,1
124622,In Magnificent Style: Pickett's Charge at Gettysburg,2012,1,1,60,13,781,20,77,234,7.53,5.818,336,1
13089,Wie ich die Welt sehe...,2004,2,15,30,10,558,8,6,43,6.91,5.735,336,1
33876,Killer Bunnies and the Journey to Jupiter,2008,2,6,90,12,807,66,9,51,5.58,5.476,336,0
22950,Play Nine,2004,2,6,45,8,741,37,3,19,6.23,5.599,336,0
251723,Zombicide: Dark Side,2019,1,6,60,14,1592,34,37,116,8.09,5.87,336,1
128938,Pack of Heroes,2014,2,2,20,10,828,72,11,58,6.28,5.627,336,0
47218,Yikerz!,2009,1,4,15,14,623,17,4,43,6.08,5.585,336,0
298378,Maharaja,2021,1,4,90,14,1194,57,36,241,6.92,5.725,335,1
275010,De Vulgari Eloquentia: Deluxe Edition,2019,2,5,120,14,964,17,43,180,7.95,5.888,335,1
26447,Clash of Monarchs,2008,2,4,360,12,1165,46,51,182,7.11,5.743,335,1
1730,Trap the Cap,1927,2,6,30,6,640,15,4,13,4.86,5.386,335,0
195373,BOO,2017,2,2,15,10,1572,30,2,40,6.07,5.589,335,0
25142,Tal der Abenteuer: Die Schatzsuche im Himalaja,2006,2,4,45,8,598,32,19,47,5.84,5.558,335,0
22266,Zig-Zag,2006,2,4,25,8,520,40,7,32,5.65,5.52,335,0
225214,Legendary Forests,2017,2,5,20,8,670,18,29,207,6.81,5.706,335,1
4008,Cobra: Game of the Normandy Breakout,1977,2,2,480,12,1129,55,8,42,6.78,5.694,335,1
4014,Dawn Patrol: Role Playing Game of WW I Air Combat,1982,2,52,60,12,771,42,21,74,6.89,5.679,335,1
165967,Great War Commander,2018,2,3,120,12,868,12,93,367,8.36,5.9,335,1
59223,Diego Drachenzahn,2009,2,4,15,5,561,21,16,62,6.1,5.598,335,0
124548,The Doom That Came to Atlantic City,2013,2,4,45,15,829,37,18,104,6.04,5.56,335,0
42105,Mixmo,2009,2,6,15,8,603,12,4,23,6.36,5.634,334,0
65334,Flash Duel,2010,2,2,5,0,374,13,13,76,6.62,5.659,334,1
60316,Numeri,1998,2,4,30,7,342,7,15,49,5.89,5.568,334,0
107635,Kairo,2012,2,4,45,8,1051,61,17,115,6.52,5.662,334,1
150533,Samurai Gardener,2013,2,5,15,6,853,52,20,114,6.13,5.599,333,0
192827,RUM,2017,2,4,20,10,1706,38,7,35,6.35,5.635,333,0
264321,Dead Man's Cabal,2019,2,4,60,12,852,42,24,187,6.75,5.7,333,1
1585,Burma: The Campaign in Northern Burma,1999,1,0,3600,12,1254,24,63,158,7.87,5.861,333,1
256442,Airship City,2018,3,4,120,14,877,66,26,196,7.14,5.768,333,1
3061,Samurai,1996,2,2,180,12,1431,40,52,170,7.08,5.751,333,1
15832,Cheat,0,3,10,10,8,146,0,1,7,5.16,5.425,333,0
249689,Sovereign Skies,2020,1,4,60,10,879,23,66,369,7.26,5.76,333,1
5071,Sjoelen,1870,1,4,30,6,292,1,23,103,6.79,5.702,333,1
8196,AeroTech: The BattleTech Game of Fighter Combat,1986,2,8,120,12,779,31,3,19,5.89,5.543,332,0
255659,Ground Floor (Second Edition),2018,1,5,150,12,507,10,101,284,7.42,5.823,332,1
107861,Warriors & Traders,2011,2,6,120,12,848,99,18,117,6.18,5.598,332,0
226176,Fallout: Wasteland Warfare,2018,1,8,240,14,1218,24,82,697,7.88,5.797,332,1
82424,Bangkok Klongs,2010,2,4,60,10,306,14,22,66,6.25,5.619,332,0
241334,Dwar7s Winter,2018,1,4,45,13,1099,46,10,95,6.87,5.67,332,1
5571,Siege,1983,2,6,180,12,894,26,21,57,7.06,5.734,332,1
3707,Red Storm Rising,1989,2,4,60,12,903,77,16,49,6.28,5.596,332,0
149361,Hapsburg Eclipse,2014,1,1,30,13,813,16,85,276,7.27,5.775,332,1
25900,Kingdom of Heaven: The Crusader States 1097-1291,2012,2,2,180,12,1063,26,132,479,7.67,5.843,332,1
213670,Munchkin X-Men,2017,3,4,120,10,1417,30,12,108,7.04,5.711,332,1
3712,Tac Air,1987,2,4,120,12,1088,76,11,42,6.26,5.602,332,0
120669,No Retreat!: The North African Front,2013,2,2,180,12,1220,30,45,178,7.35,5.795,332,1
286735,Muffin Time,2021,2,6,40,12,992,13,11,91,6.45,5.623,332,0
122943,Scripts and Scribes: The Dice Game,2012,2,5,30,10,504,43,25,90,6.56,5.672,332,1
17209,Cineplexity,2007,4,10,20,12,522,53,4,37,5.71,5.53,331,0
217466,Mafiozoo,2017,2,4,60,12,884,45,18,128,6.88,5.709,331,1
94365,Sultans of Karaya,2011,5,15,60,12,557,14,3,30,6.32,5.624,331,0
282776,Tumble Town,2021,1,4,45,8,1004,26,50,256,7.11,5.752,331,1
279307,1942 USS Yorktown,2019,1,4,45,12,788,13,31,148,7.04,5.733,331,1
85394,The Last Banquet,2012,6,25,45,10,1309,120,15,128,5.5,5.481,331,0
1335,Gnadenlos!,2001,3,4,45,10,572,54,7,19,5.9,5.564,331,0
252402,Kodama Duo,2018,2,0,30,14,1347,38,14,128,6.87,5.713,331,1
305,Der Fliegende Holländer,1992,3,6,60,12,708,49,13,41,5.98,5.579,331,0
109548,Hemloch,2011,2,2,30,0,667,84,29,130,6.82,5.713,331,1
279644,Peloponnesian War,2019,1,2,240,14,1491,43,91,404,7.63,5.802,331,1
164448,Ninja All-Stars,2015,2,4,90,13,1136,55,17,124,6.25,5.588,331,0
182077,Cardline: Marvel,2015,2,8,15,7,599,19,25,75,5.24,5.445,331,0
314421,The Fuzzies,2021,2,4,15,6,874,11,22,176,6.82,5.71,331,1
231639,Harvest Island,2017,2,4,40,8,648,19,38,275,7.0,5.738,331,1
286428,"Wits & Wagers: It's Vegas, Baby!",2019,5,99,40,13,1132,14,32,101,7.49,5.819,330,1
142557,Rory's Story Cubes: Enchanted,2013,1,12,15,8,1358,16,13,61,6.62,5.676,330,1
36482,Wings of War: Fire from the Sky,2009,2,6,30,13,1072,60,21,75,7.22,5.757,330,1
315043,Scape Goat,2020,3,6,30,14,659,16,76,356,7.21,5.774,330,1
228051,"Warhammer 40,000: Heroes of Black Reach",2018,2,2,120,14,1273,43,61,330,8.1,5.814,330,1
255990,Nemeton,2018,2,4,75,12,619,17,42,353,7.01,5.724,330,1
286830,Tajuto,2019,2,4,60,10,675,14,36,199,6.67,5.673,330,1
21022,Was'n das?,2005,4,9,45,12,439,5,19,70,6.67,5.69,330,1
111081,Animal Upon Animal: Crest Climbers,2011,2,4,15,4,557,6,65,121,6.98,5.742,330,1
108637,Wilderness,2011,2,8,60,13,442,22,57,192,6.61,5.646,330,1
166854,Dark Domains,2019,2,5,120,14,800,13,79,350,7.55,5.811,329,1
279198,Tungaru,2020,2,5,90,14,1025,42,53,270,7.11,5.759,329,1
112192,Sugar Gliders,2012,2,4,30,8,582,16,23,98,6.62,5.67,329,1
164589,Roar-a-Saurus,2014,2,5,15,8,850,61,6,39,5.97,5.571,329,0
295,Europa 1945-2030,1998,3,6,120,12,563,60,5,27,5.98,5.574,329,0
162351,Shadows Over Normandie: Achtung! Cthulhu,2015,2,3,30,14,1742,80,48,204,7.25,5.728,329,1
158544,The Institute for Magical Arts,2015,2,2,30,8,757,62,37,249,6.84,5.718,329,1
159515,Operation F.A.U.S.T.,2015,3,8,30,13,731,64,14,145,6.13,5.593,329,0
17991,TAC,2004,1,4,60,10,320,0,8,67,7.18,5.742,329,1
172866,Dragon Punch,2014,2,2,10,12,1069,93,10,62,6.03,5.58,329,0
32838,The Battle for Normandy,2009,2,8,240,0,1020,25,61,245,7.92,5.858,329,1
3679,Ramparts,1993,2,4,45,12,726,52,13,34,6.25,5.617,329,0
178494,Dutch Blitz: Blue Expansion Pack,2012,2,4,15,8,1191,9,8,41,7.22,5.758,329,1
2135,On the Edge,1994,2,5,45,12,651,76,16,22,6.21,5.606,329,0
5472,Monopoly: Millennium,2000,2,8,90,8,932,45,4,15,5.24,5.437,328,0
249410,U.S. Telegraph,2018,2,4,60,10,758,28,29,185,6.94,5.726,328,1
209696,Star Saga,2017,1,5,120,14,1268,24,30,169,7.56,5.748,328,1
215918,Oh Captain!,2017,3,6,30,8,949,39,9,79,6.04,5.577,328,0
129091,Trainmaker,2012,1,6,15,8,915,55,12,66,6.33,5.622,328,0
138105,Hordes: High Command,2013,2,4,90,12,1239,109,8,56,6.32,5.62,328,0
1575,Gettysburg,1977,2,2,120,12,988,61,6,26,5.91,5.544,328,0
19796,Cranium: The Family Fun Game,2005,4,0,45,8,940,44,1,13,5.59,5.505,328,0
32,Buffalo Chess,1975,2,2,30,8,641,26,17,65,6.05,5.587,328,0
107638,Master Merchant,2011,3,4,15,10,383,11,32,108,6.12,5.596,327,0
63897,Shave a Sheep,2010,2,4,15,5,818,13,2,17,5.5,5.493,327,0
195456,SPY,2017,2,4,10,10,1806,48,4,41,5.85,5.554,327,0
66459,Mad Zeppelin,2010,2,6,60,10,637,58,8,56,5.22,5.448,327,0
197451,Rail Raiders Infinite,2017,2,4,30,14,1190,60,5,56,5.53,5.496,327,0
8515,Hybrid,2003,2,2,120,12,868,43,81,292,7.36,5.756,327,1
450,Octi,1999,2,4,30,8,633,47,27,88,6.72,5.68,327,1
27969,"A Most Dangerous Time: Japan in Chaos, 1570-1584",2009,2,4,240,12,1129,40,56,280,7.37,5.781,327,1
244769,HEXplore It: The Forests of Adrimon,2019,1,7,180,12,1499,36,87,330,7.97,5.859,327,1
1497,Dino Hunt,1996,2,4,60,8,564,40,12,27,5.32,5.465,327,0
189869,The Butterfly Garden,2016,2,6,40,8,769,44,15,59,6.67,5.678,326,1
197760,Ghost Blitz: Spooky Doo,2016,2,8,20,8,740,8,12,46,6.8,5.681,326,1
332944,Sobek: 2 Players,2021,2,2,20,10,427,1,55,294,7.23,5.767,326,1
255393,"Stalingrad '42: Southern Russia, June-December, 1942",2019,1,4,480,12,1434,14,49,240,8.49,5.913,326,1
1482,Ubi,1986,2,4,60,12,564,54,4,14,5.33,5.464,326,0
130295,Spellbound,2012,1,4,60,10,637,35,67,194,6.8,5.712,326,1
31697,Totensonntag,2007,2,2,120,0,691,44,28,143,6.81,5.691,326,1
841,Razzia,1992,3,8,30,12,589,25,13,48,6.36,5.636,325,0
161537,7 Steps,2014,2,4,30,10,256,6,13,65,6.19,5.608,325,0
10989,ConHex,2002,2,2,30,10,206,5,28,102,6.84,5.706,325,1
187787,Nerdy Inventions,2015,2,4,30,8,1021,101,1,34,5.5,5.496,325,0
16226,Gone Fishing!,2005,2,2,40,10,688,53,10,40,5.35,5.475,325,0
223538,Fast Food Fear!,2017,3,6,30,8,648,22,2,46,6.26,5.601,325,0
155081,POOP: The Game,2014,2,5,15,5,1095,48,4,28,4.89,5.386,325,0
255658,Talisman: Legendary Tales,2018,1,6,40,14,974,46,25,166,6.44,5.636,325,0
195547,LOAD: League of Ancient Defenders,2016,2,6,180,13,671,22,6,79,6.46,5.565,325,0
219621,Walk the Plank: Deluxe Edition,2017,3,5,20,8,754,16,8,52,6.52,5.648,325,1
32743,Black Stories: Mystery Edition,2007,2,15,20,12,787,22,1,21,5.48,5.48,325,0
217531,Wizards Wanted,2017,2,4,60,10,1106,50,23,130,6.72,5.679,325,1
66781,Space Infantry,2011,1,2,60,0,744,35,99,429,6.9,5.711,325,1
247733,KOI,2018,1,4,60,10,698,19,23,224,6.46,5.641,325,0
283792,SpaceShipped,2019,1,1,30,8,1060,18,26,163,7.19,5.743,324,1
139137,Firefly: Out to the Black,2013,3,5,45,14,1293,50,28,177,5.7,5.518,324,0
1835,Scrutineyes,1992,2,8,30,18,724,64,9,28,6.53,5.65,324,1
5367,Chomp!,2000,2,5,20,6,889,47,4,11,4.71,5.369,324,0
127981,Dungeon Heroes,2013,1,2,30,13,747,47,24,198,6.36,5.625,324,0
22826,Mutant Chronicles Collectible Miniatures Game,2008,2,2,60,12,915,82,13,60,6.13,5.585,324,0
3887,Stock Market Game,1963,2,8,180,10,629,33,6,27,6.17,5.571,324,0
142063,Deadzone,2013,2,4,60,12,910,34,17,79,7.37,5.752,324,1
230765,Side Effects,2017,2,8,30,13,759,12,7,95,6.94,5.681,324,1
4958,Ardennes,1994,2,4,180,12,829,24,24,66,7.11,5.739,324,1
23779,Enemy Chocolatier,2006,2,6,60,10,683,22,31,106,6.66,5.683,324,1
4041,Go to the Head of the Class,1936,2,6,45,6,650,26,3,12,4.62,5.35,324,0
124833,Tentacle Bento,2012,2,6,60,16,886,29,10,62,5.5,5.49,324,0
292894,The Cost,2020,2,4,75,12,558,8,126,388,7.34,5.791,324,1
265260,Revolution of 1828,2019,2,2,60,12,744,45,30,160,6.52,5.657,323,1
272085,Bloom,2019,1,5,20,8,810,20,20,107,6.6,5.67,323,1
6566,VisualEyes,2003,2,8,30,8,780,74,6,24,5.64,5.517,323,0
5704,Capt'n Clever,2003,3,4,30,6,431,45,5,18,5.64,5.522,323,0
3074,Uncle Wiggily,1916,2,4,30,4,665,20,6,29,4.14,5.275,323,0
339958,Gutenberg,2021,1,4,120,10,535,6,183,1337,7.5,5.803,323,1
3597,Strat-O-Matic Hockey,1978,2,2,90,11,564,30,16,46,7.24,5.733,323,1
9560,Indus,2004,2,4,60,8,767,76,12,34,5.56,5.505,323,0
193486,Neolithic,2016,1,2,45,14,842,41,27,152,7.15,5.751,323,1
13354,Car Wars Compendium,1989,2,8,45,10,777,23,6,33,7.15,5.753,323,1
111172,Crooks,2012,2,4,15,10,691,34,7,51,6.13,5.588,322,0
103814,Streams,2011,1,99,10,8,574,11,15,48,6.49,5.654,322,0
129945,HomeStretch,2012,2,6,60,14,513,22,31,81,6.71,5.698,322,1
12896,La Bataille des Quatre Bras,1991,1,2,480,12,1141,34,25,95,7.95,5.834,322,1
7118,Ace of Aces: Handy Rotary Deluxe Edition,1986,2,2,20,12,626,20,40,99,7.1,5.743,322,1
266460,Yinzi,2019,2,4,180,12,553,7,89,339,7.57,5.82,322,1
191579,Teenage Mutant Ninja Turtles Dice Masters,2016,2,4,30,14,1004,31,27,104,7.08,5.738,322,1
193693,Agamemnon,2016,2,2,30,12,768,47,12,123,6.67,5.682,322,1
25,Battlemist,1998,2,6,200,12,683,68,16,55,5.93,5.558,322,0
256876,Football Highlights 2052,2019,1,4,60,9,881,45,66,241,7.2,5.765,321,1
6090,Pack of Flies,2003,2,5,20,8,657,40,3,12,4.95,5.409,321,0
32471,Mafia,2007,7,22,30,0,632,11,2,35,5.66,5.507,321,0
130006,Mini Kubb,0,2,12,15,3,662,5,4,49,7.33,5.792,321,1
72800,RoadZters,2010,1,4,20,5,504,41,75,180,6.75,5.697,321,1
170381,Mars Attacks: Ten-Minute Takedown,2015,2,4,10,0,811,52,4,37,5.71,5.533,321,0
137931,Nada!,2013,2,4,10,7,801,22,4,39,5.56,5.507,321,0
194723,Mask of Anubis,2016,2,7,60,10,505,25,52,318,6.87,5.718,321,1
101865,Saga,2011,2,4,150,0,620,5,19,94,7.94,5.853,321,1
194019,Guilds,2017,2,4,90,10,508,20,39,220,6.65,5.66,321,1
129156,"Celles: The Ardennes, December 23-27, 1944",2012,2,2,180,13,918,18,61,212,7.84,5.859,321,1
174192,Daxu,2015,2,2,30,10,467,16,32,185,6.45,5.649,321,0
184371,Justice League: Hero Dice – Batman,2015,1,4,15,10,672,26,27,78,6.37,5.621,320,0
256438,Snow Time,2018,3,5,40,10,697,15,8,84,6.55,5.657,320,1
168537,Pandemonium,2017,1,5,120,14,682,21,28,242,7.48,5.654,320,1
3099,Gettysburg,1958,2,2,360,12,993,65,10,35,5.75,5.52,320,0
27680,1936: Guerra Civil,2006,2,2,90,12,535,7,22,93,7.56,5.79,320,1
273264,Iron Helm,2019,1,1,45,12,683,5,153,788,8.14,5.84,320,1
265684,Subtext,2019,4,8,40,10,557,34,15,129,6.43,5.642,320,0
191128,UNO: With Customizable Wild Cards,2015,2,10,30,7,831,3,2,4,6.27,5.577,320,0
158130,Tanto Cuore: Oktoberfest,2016,2,4,45,13,1210,20,24,151,7.34,5.771,320,1
181370,Mint Tin Mini Apocalypse,2015,2,2,10,10,805,23,7,71,7.03,5.652,320,1
10707,Hacker: Deluxe Edition,2001,2,6,60,10,779,45,15,67,6.31,5.608,320,0
75333,Target Earth,2010,1,4,90,12,526,49,50,215,6.66,5.678,320,1
170223,Centauri Saga,2016,1,4,90,12,913,56,29,216,6.61,5.655,320,1
125996,Mythic Battles,2012,2,4,45,14,916,83,20,229,6.81,5.694,320,1
2833,Wanted!,1999,3,5,15,7,696,25,4,20,5.69,5.512,320,0
144566,Circus Train (Second Edition),2013,1,5,90,13,534,32,80,213,7.08,5.747,320,1
2543,Pompeji,2001,2,4,45,12,663,30,13,24,6.23,5.611,320,0
11705,"Lightning: Midway – June 4th to June 6th, 1942",2004,2,2,30,9,584,31,21,65,6.48,5.646,320,0
33427,S'quarrels: A Game of Absolute Nuts,2007,2,6,20,7,836,31,2,27,5.96,5.529,320,0
281514,Escape from the Asylum,2019,1,6,60,12,667,12,36,252,6.38,5.62,320,0
1961,5 Alive,1990,2,7,30,7,650,22,3,22,5.51,5.489,319,0
6531,Dwarven Dig!,2002,2,6,45,10,686,58,19,45,5.51,5.489,319,0
2422,Bismarck,1962,2,2,120,12,784,38,11,35,6.42,5.628,319,0
225981,Penguin Trap,2017,2,4,10,3,583,1,2,36,6.01,5.57,319,0
4214,Stonewall in the Valley,1995,2,2,840,12,1115,24,40,86,7.74,5.825,319,1
38504,Hurry'Cup!,2008,3,6,30,9,710,96,4,33,5.48,5.49,319,0
158982,Blue Max: World War I Air Combat,2013,2,6,90,13,1112,75,12,65,6.57,5.642,319,1
129380,Mercurius,2012,3,5,60,10,412,33,25,83,6.15,5.594,319,0
6544,Battle for Moscow,1986,2,2,90,12,722,28,5,72,6.29,5.606,319,0
317105,Tiny Epic Galaxies BLAST OFF!,2020,2,4,45,9,1035,21,27,182,7.52,5.802,319,1
2678,Voyage of the B.S.M. Pandora,1981,1,1,90,10,871,15,108,262,6.78,5.673,319,1
476,Mr. President,1967,2,4,60,12,921,77,27,82,6.61,5.638,318,1
34701,Thor,2002,2,6,30,0,572,18,40,99,6.47,5.657,318,0
25409,Salamanca,2006,2,5,80,10,501,40,19,49,6.13,5.602,318,0
101796,SUTAKKU,2011,1,12,15,14,769,44,17,79,6.18,5.598,318,0
12633,Mall World,2004,3,5,80,12,662,92,3,13,5.52,5.503,318,0
1586,The Hobbit Adventure Boardgame,1994,2,4,90,10,732,45,14,46,5.86,5.538,318,0
232417,Druids,2017,3,5,45,10,749,11,15,83,6.42,5.644,318,0
6584,Grave Robbers II: Skippy's Revenge,2003,2,6,30,13,816,30,11,49,6.21,5.598,318,0
220155,Groves,2018,1,4,60,13,728,41,38,279,7.04,5.727,318,1
40347,Monopoly: Here and Now – The World Edition,2008,2,6,60,8,848,16,1,11,5.03,5.405,318,0
330174,Explorers,2021,1,4,20,8,715,9,58,380,7.24,5.768,318,1
41474,Giro d'Italia: The Game,2009,2,10,120,14,601,28,24,89,7.12,5.747,318,1
192508,The Goonies: Adventure Card Game,2016,1,4,45,14,877,42,37,156,6.39,5.63,318,0
19727,The Great Space Race,2006,3,6,180,10,469,28,38,111,6.5,5.637,317,0
58601,Advanced Squad Leader: Starter Kit Expansion Pack #1,2011,2,2,480,14,1315,9,53,146,8.29,5.896,317,1
8983,I.Q. 2000,1984,2,6,90,7,589,25,2,9,4.86,5.395,317,0
185021,Liguria,2015,3,4,60,12,1111,84,18,89,6.76,5.688,317,1
22677,Stalin's War,2010,2,2,240,12,929,59,18,85,6.83,5.697,317,1
188465,Otrio,2015,2,4,30,8,789,18,6,60,6.01,5.562,317,0
15209,Linja,2003,2,2,15,8,556,14,7,84,6.54,5.651,317,1
271264,The Liberation of Rietburg,2019,2,4,40,10,817,19,25,153,6.9,5.698,317,1
197439,The Fog of War,2016,2,2,120,10,861,49,72,320,7.25,5.77,316,1
283289,ClipCut Parks,2019,1,4,30,8,644,33,23,117,6.61,5.667,316,1
112210,Metro 2033,2011,2,6,80,12,453,16,20,118,5.78,5.514,316,0
41291,Ubongo Extreme: Fun-Size Edition,2009,1,4,30,7,766,27,8,20,6.18,5.599,316,0
98122,Monster Trap,2011,2,4,20,6,627,31,19,85,6.13,5.6,316,0
1319,Magic Hill,2001,2,5,30,8,630,52,21,42,5.98,5.567,316,0
15393,Jacks,0,2,2,1,5,250,1,0,4,3.76,5.218,316,0
299255,Vienna Connection,2021,1,5,180,16,1501,26,62,579,7.64,5.809,316,1
13976,Feudo,2004,2,4,90,12,821,104,18,70,6.09,5.586,316,0
736,San Francisco,2000,3,5,90,12,588,53,10,29,6.18,5.608,316,0
10682,Atlas & Zeus,2004,2,2,30,10,575,47,10,48,6.38,5.633,316,0
7972,Crocodile Pool Party,1968,2,2,30,8,609,46,8,27,4.47,5.334,315,0
5281,Octiles,1984,2,4,60,8,476,28,17,74,6.45,5.646,315,0
1633,Spies!,1981,2,5,180,12,871,60,22,83,6.41,5.629,315,0
232041,Deja Vu: Fragments of Memory,2018,2,4,90,14,891,40,21,127,7.12,5.753,315,1
40491,Verflixxt! kompakt,2009,2,4,20,8,652,22,12,24,6.5,5.657,315,0
8487,Ants in the Pants,1969,2,4,10,4,473,7,2,17,4.26,5.307,315,0
148231,Corto,2013,2,4,40,10,584,32,24,110,6.65,5.675,314,1
