id,primary,yearpublished,minplayers,maxplayers,playingtime,minage,owned,trading,wanting,wishing,average,bayes_average,users_rated,is_popular
30549,Pandemic,2008,2,4,45,8,168364,2508,625,9344,7.59,7.487,108975,1
822,Carcassonne,2000,2,5,45,7,161299,1716,582,7383,7.42,7.309,108738,1
13,Catan,1995,3,4,120,10,167733,2018,485,5890,7.14,6.97,108024,1
68448,7 Wonders,2010,2,7,30,10,120466,1567,1010,12105,7.74,7.634,89982,1
36218,Dominion,2008,2,4,30,13,106956,2009,655,8621,7.61,7.499,81561,1
9209,Ticket to Ride,2004,2,5,60,8,105748,930,692,6620,7.41,7.305,76171,1
178900,Codenames,2015,2,8,15,14,119753,1110,340,5764,7.6,7.508,74419,1
167791,Terraforming Mars,2016,1,5,120,12,101872,538,2011,19227,8.42,8.274,74216,1
173346,7 Wonders Duel,2015,2,2,30,10,111275,683,924,8836,8.11,7.984,69472,1
31260,Agricola,2007,1,5,150,12,78591,1300,1150,11122,7.93,7.809,66093,1
3076,Puerto Rico,2002,3,5,150,12,76019,1374,983,9383,7.97,7.838,65443,1
148228,Splendor,2014,2,4,30,10,92366,851,786,8337,7.44,7.324,64698,1
169786,Scythe,2016,1,5,115,14,86371,623,1896,19325,8.22,8.064,64569,1
40692,Small World,2009,2,5,80,8,86452,2085,931,9486,7.25,7.153,64559,1
14996,Ticket to Ride: Europe,2005,2,5,60,8,92203,709,692,5937,7.54,7.424,63264,1
230802,Azul,2017,2,4,45,8,95533,518,1064,10896,7.8,7.686,62802,1
70323,King of Tokyo,2011,2,6,30,8,88090,1345,688,6990,7.17,7.073,61099,1
129622,Love Letter,2012,2,4,20,10,98395,1196,257,3649,7.23,7.141,59467,1
2651,Power Grid,2004,2,6,120,12,70142,991,1376,10619,7.84,7.738,58602,1
266192,Wingspan,2019,1,5,70,10,83920,310,1530,14211,8.1,7.944,56079,1
39856,Dixit,2008,3,6,30,8,76535,933,437,5606,7.24,7.133,54497,1
163412,Patchwork,2014,2,2,30,8,78730,500,791,7041,7.64,7.535,52190,1
84876,The Castles of Burgundy,2011,2,4,90,12,67282,737,1137,10205,8.13,8.008,50549,1
478,Citadels,2000,2,8,60,10,67271,1543,336,3249,7.08,6.97,50181,1
28143,Race for the Galaxy,2007,2,4,60,12,59758,1108,1118,9374,7.76,7.651,48906,1
110327,Lords of Waterdeep,2012,2,5,120,12,60079,644,1237,9586,7.75,7.619,48655,1
174430,Gloomhaven,2017,1,4,120,14,77758,648,1346,17658,8.74,8.511,47827,1
34635,Stone Age,2008,2,4,90,10,50290,530,1585,9976,7.55,7.44,47245,1
161936,Pandemic Legacy: Season 1,2015,2,4,60,13,70830,327,831,11729,8.59,8.442,45041,1
65244,Forbidden Island,2010,2,4,30,10,77814,2112,238,4035,6.78,6.688,44513,1
1927,Munchkin,2001,3,6,120,10,78849,2506,128,1799,5.89,5.717,43750,0
12333,Twilight Struggle,2005,2,2,180,13,59604,919,1334,10933,8.28,8.113,43052,1
120677,Terra Mystica,2012,2,5,150,12,45604,622,1682,12929,8.12,7.966,41806,1
98778,Hanabi,2010,2,5,25,8,68643,1379,283,3527,7.07,6.975,41572,1
150376,Dead of Winter: A Crossroads Game,2014,2,5,120,13,56649,1331,803,8852,7.54,7.392,41398,1
54043,Jaipur,2009,2,2,30,12,61710,459,896,6493,7.5,7.391,41188,1
11,Bohnanza,1997,2,7,45,13,60282,1025,366,2712,7.04,6.935,40098,1
10547,Betrayal at House on the Hill,2004,3,6,60,12,64751,1349,513,6125,7.06,6.848,39644,1
50,Lost Cities,1999,2,2,30,10,55282,936,511,4570,7.19,7.091,39514,1
131357,Coup,2012,2,6,15,13,64873,1237,238,3338,7.0,6.87,38741,1
147020,Star Realms,2014,2,2,20,12,56427,781,316,3921,7.58,7.441,38561,1
133473,Sushi Go!,2013,2,5,15,8,65495,964,171,2330,7.04,6.929,38011,1
70919,Takenoko,2011,2,4,45,8,58295,674,796,7119,7.26,7.131,37998,1
170216,Blood Rage,2015,2,4,90,14,45286,336,1550,11392,7.99,7.818,37561,1
15987,Arkham Horror,2005,1,8,240,14,49815,1623,451,4850,7.25,7.051,37547,1
41114,The Resistance,2009,5,10,30,13,57974,1515,262,3638,7.27,7.134,37359,1
121921,Robinson Crusoe: Adventures on the Cursed Island,2012,1,4,120,14,58160,1210,1335,11522,7.82,7.649,37098,1
204583,Kingdomino,2016,2,4,15,8,61775,735,381,3788,7.35,7.228,36921,1
181304,Mysterium,2015,2,7,42,10,55040,847,639,7023,7.28,7.146,35241,1
183394,Viticulture Essential Edition,2015,1,6,90,13,47547,263,1532,10102,8.06,7.895,34760,1
157354,Five Tribes,2014,2,4,80,13,45028,423,1369,9985,7.78,7.631,34577,1
463,Magic: The Gathering,1993,2,2,20,13,37698,833,222,681,7.54,7.37,34393,1
37111,Battlestar Galactica: The Board Game,2008,3,6,180,14,36726,725,830,6244,7.74,7.565,33961,1
126163,Tzolk'in: The Mayan Calendar,2012,2,4,90,13,38749,308,1453,8303,7.89,7.741,33207,1
205637,Arkham Horror: The Card Game,2016,1,2,120,14,59731,806,780,8566,8.16,7.927,33046,1
193738,Great Western Trail,2016,2,4,150,12,39730,361,1568,10618,8.29,8.123,32960,1
162886,Spirit Island,2017,1,4,120,13,47538,353,1929,16125,8.36,8.133,32199,1
201808,Clank!: A Deck-Building Adventure,2016,2,4,60,12,42118,364,1217,9444,7.82,7.648,31984,1
2655,Hive,2000,2,2,20,9,42228,559,610,4876,7.32,7.188,31719,1
181,Risk,1959,2,6,120,10,50362,1061,34,615,5.59,5.462,31717,0
237182,Root,2018,2,4,90,10,48756,300,1690,14729,8.1,7.885,31553,1
124361,Concordia,2013,2,5,100,13,36532,246,1629,9250,8.12,7.966,31519,1
194655,Santorini,2016,2,4,20,8,51083,846,643,7194,7.44,7.297,31502,1
146021,Eldritch Horror,2013,1,8,240,14,46708,710,728,7886,7.78,7.551,31482,1
157969,Sheriff of Nottingham,2014,3,5,60,14,47520,1039,584,6009,7.12,6.999,31463,1
40834,Dominion: Intrigue,2009,2,6,30,13,45243,614,438,3081,7.71,7.554,31220,1
31481,Galaxy Trucker,2007,2,4,60,10,34506,710,1131,6575,7.39,7.267,30960,1
171,Chess,1475,2,2,0,6,43531,192,30,334,7.15,6.968,30810,1
1406,Monopoly,1933,2,8,180,8,43316,521,34,400,4.37,4.304,30803,0
199561,Sagrada,2017,1,4,45,14,47581,444,849,6425,7.51,7.365,30298,1
103343,A Game of Thrones: The Board Game (Second Edition),2011,3,6,240,14,41349,1158,506,5106,7.58,7.373,30262,1
6249,Alhambra,2003,2,6,60,8,36994,850,487,3614,7.03,6.916,30156,1
102794,Caverna: The Cave Farmers,2013,1,7,210,12,37795,472,1739,10738,8.0,7.826,29788,1
244521,The Quacks of Quedlinburg,2018,2,4,45,10,45597,178,1337,8482,7.85,7.678,29635,1
96848,Mage Knight Board Game,2011,1,4,240,14,41236,966,1202,10963,8.1,7.88,29404,1
199792,Everdell,2018,1,4,80,13,44349,248,1493,13920,8.1,7.874,28986,1
39463,Cosmic Encounter,2008,3,5,120,12,35836,688,1154,8226,7.54,7.367,28826,1
128882,The Resistance: Avalon,2012,5,10,30,13,41014,684,308,3978,7.56,7.385,28808,1
205059,Mansions of Madness: Second Edition,2016,1,5,180,14,44483,404,1157,10923,8.02,7.785,28516,1
143884,Machi Koro,2012,2,4,30,10,45010,1283,271,2898,6.62,6.518,28404,1
320,Scrabble,1948,2,4,90,10,51494,522,86,447,6.27,6.159,28245,0
132531,Roll for the Galaxy,2014,2,5,45,13,34289,519,1228,7528,7.65,7.503,28215,1
35677,Le Havre,2008,1,5,150,12,32167,364,1748,8899,7.87,7.711,27983,1
3955,BANG!,2002,4,7,40,10,34385,1041,136,1743,6.51,6.359,27824,1
124742,Android: Netrunner,2012,2,2,45,14,42665,1413,565,4801,7.88,7.668,27686,1
9220,Saboteur,2004,3,10,30,8,44945,804,222,1958,6.56,6.45,27574,1
18602,Caylus,2005,2,5,150,12,27326,556,879,5244,7.75,7.575,27488,1
136063,Forbidden Desert,2013,2,5,45,10,46836,981,481,5081,7.12,6.99,27189,1
148949,Istanbul,2014,2,5,60,10,32271,442,886,5351,7.57,7.421,27078,1
72125,Eclipse,2011,2,6,180,14,27016,772,930,7091,7.88,7.682,26847,1
158899,Colt Express,2014,2,6,40,10,37698,684,429,3532,7.11,6.978,26846,1
10630,Memoir '44,2004,2,8,60,8,35884,688,983,5992,7.56,7.383,26840,1
42,Tigris & Euphrates,1997,2,4,90,12,29340,560,1404,6504,7.7,7.525,26149,1
15062,Shadows over Camelot,2005,3,7,80,10,32186,770,1014,6896,7.11,6.967,26085,1
192291,Sushi Go Party!,2016,2,8,20,8,46269,336,482,4732,7.45,7.279,25848,1
172,For Sale,1997,3,6,30,10,30979,359,871,4500,7.23,7.108,25665,1
182028,Through the Ages: A New Story of Civilization,2015,2,4,120,14,30070,413,1035,8321,8.38,8.15,25605,1
187645,Star Wars: Rebellion,2016,2,4,240,14,39321,281,1465,11202,8.42,8.172,25586,1
224517,Brass: Birmingham,2018,2,4,120,14,38126,128,1522,11846,8.66,8.418,25484,1
146508,T.I.M.E Stories,2015,2,4,90,12,37124,994,707,6727,7.5,7.32,25076,1
284083,The Crew: The Quest for Planet Nine,2019,2,5,20,10,50500,447,386,4976,7.97,7.778,24972,1
172225,Exploding Kittens,2015,2,5,15,7,51347,778,58,1139,6.04,5.855,24784,0
122522,Smash Up,2012,2,4,45,12,40843,1442,221,2286,6.73,6.573,24778,1
16992,Tsuro,2004,2,8,20,8,35406,668,382,3585,6.67,6.55,24645,1
50381,Cards Against Humanity,2009,4,30,30,17,42450,736,65,1190,5.86,5.692,24639,0
164928,Orléans,2014,2,4,90,12,30344,263,1360,7301,8.07,7.883,24601,1
93,El Grande,1995,2,5,120,12,23510,380,1304,5486,7.75,7.577,24477,1
2453,Blokus,2000,2,4,20,7,32851,660,182,1637,6.87,6.743,24049,1
153938,Camel Up,2014,2,8,30,8,30484,365,469,2895,7.04,6.902,23999,1
103885,Star Wars: X-Wing Miniatures Game,2012,2,2,45,14,38904,832,283,2236,7.67,7.442,23716,1
104162,Descent: Journeys in the Dark (Second Edition),2012,1,5,120,14,37103,841,724,6368,7.67,7.416,23632,1
147949,One Night Ultimate Werewolf,2014,3,10,10,8,40501,709,235,2952,7.12,6.947,23167,1
2223,UNO,1971,2,10,30,6,43200,288,20,247,5.41,5.313,23138,0
155426,Castles of Mad King Ludwig,2014,1,4,90,13,29264,611,974,6073,7.54,7.377,23128,1
100423,Elder Sign,2011,1,8,90,13,37310,907,333,3189,6.98,6.816,23115,1
432,6 nimmt!,1994,2,10,45,8,32034,312,288,1762,6.93,6.804,22945,1
18,RoboRally,1994,2,8,120,12,26350,688,520,2733,7.08,6.93,22881,1
8217,San Juan,2004,2,4,60,10,24700,591,436,2454,7.25,7.103,22710,1
244992,The Mind,2018,2,4,20,8,38703,486,180,2305,6.87,6.736,22690,1
123260,Suburbia,2012,1,4,90,8,25847,729,928,6105,7.51,7.352,22508,1
154203,Imperial Settlers,2014,1,4,90,10,29818,956,708,4828,7.38,7.208,22224,1
123540,Tokaido,2012,2,5,45,8,32056,625,541,4867,6.97,6.811,22188,1
2653,Survive: Escape from Atlantis!,1982,2,4,60,8,32152,523,671,4174,7.31,7.136,22073,1
108745,Seasons,2012,2,4,60,14,25849,555,744,5139,7.4,7.228,22006,1
176494,Isle of Skye: From Chieftain to King,2015,2,5,50,8,28776,422,716,4079,7.42,7.262,21979,1
100901,Flash Point: Fire Rescue,2011,2,6,45,10,34546,901,500,4191,7.19,7.037,21950,1
12942,No Thanks!,2004,3,7,20,8,30143,306,339,2549,7.06,6.935,21901,1
77423,The Lord of the Rings: The Card Game,2011,1,2,60,13,33878,969,404,3506,7.65,7.405,21843,1
171623,The Voyages of Marco Polo,2015,2,4,100,12,24058,345,932,4618,7.84,7.64,21794,1
164153,Star Wars: Imperial Assault,2014,1,5,120,14,37103,635,825,6589,8.0,7.719,21791,1
233867,Welcome To...,2018,1,100,25,10,33994,291,519,4471,7.6,7.419,21538,1
104006,Village,2011,2,4,90,12,27435,449,676,3773,7.52,7.343,21167,1
143741,BANG! The Dice Game,2013,3,8,15,8,33466,631,269,2838,6.94,6.797,21122,1
28720,Brass: Lancashire,2007,2,4,120,14,27412,522,951,5439,8.18,7.963,20915,1
107529,Kingdom Builder,2011,2,4,45,8,26018,786,437,3408,6.96,6.826,20842,1
188834,Secret Hitler,2016,5,10,45,13,28814,234,489,5315,7.55,7.292,20816,1
129437,Legendary: A Marvel Deck Building Game,2012,1,5,60,14,31601,713,536,3933,7.56,7.298,20689,1
236457,Architects of the West Kingdom,2018,1,5,80,12,29106,246,819,6190,7.81,7.587,20619,1
209685,Century: Spice Road,2017,2,5,45,8,26539,377,500,4126,7.35,7.169,20387,1
73439,Troyes,2010,1,4,90,12,22930,283,1196,5455,7.75,7.558,20216,1
122515,Keyflower,2012,2,6,120,12,23435,339,1186,6002,7.78,7.591,20145,1
177736,A Feast for Odin,2016,1,4,120,12,27097,205,1882,11193,8.21,7.949,20071,1
8203,"Hey, That's My Fish!",2003,2,4,20,8,25819,618,287,1642,6.7,6.592,20069,1
37046,Ghost Stories,2008,1,4,60,12,26249,675,769,5646,7.31,7.133,20011,1
116,Guillotine,1998,2,5,30,12,29043,631,167,1306,6.53,6.405,19942,1
12,Ra,1999,2,5,60,12,19161,300,1243,4891,7.48,7.31,19760,1
161970,Alchemists,2014,2,4,120,13,25769,499,591,4825,7.67,7.447,19565,1
166384,Spyfall,2014,3,8,15,13,26609,876,281,2727,6.85,6.724,19189,1
220308,Gaia Project,2017,1,4,150,12,24230,167,1529,10198,8.47,8.175,19169,1
218603,Photosynthesis,2017,2,4,60,10,31083,728,594,5987,7.09,6.921,18864,1
54998,Cyclades,2009,2,5,90,13,21079,323,1067,5962,7.52,7.298,18846,1
5782,Coloretto,2003,2,5,30,8,24286,364,303,1656,6.97,6.83,18802,1
180263,The 7th Continent,2017,1,4,1000,14,33323,627,1206,10534,8.05,7.73,18792,1
62219,Dominant Species,2010,2,6,240,14,20287,405,1168,6904,7.84,7.618,18784,1
27162,Kingsburg,2007,2,5,90,13,17433,375,721,3447,7.19,7.022,18736,1
5,Acquire,1964,2,6,90,12,23795,875,557,2696,7.34,7.141,18719,1
21790,Thurn and Taxis,2006,2,4,60,10,20983,500,464,2110,7.1,6.945,18700,1
12493,Twilight Imperium: Third Edition,2005,3,6,240,14,20297,738,645,4550,7.83,7.559,18620,1
198773,Codenames: Pictures,2016,2,8,15,10,32261,451,168,1682,7.24,7.064,18615,1
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1982,1,8,120,13,35301,755,821,6882,7.7,7.483,18561,1
54,Tikal,1999,2,4,90,10,24250,634,633,3397,7.33,7.15,18518,1
1294,Clue,1949,2,6,45,8,32579,560,44,379,5.67,5.57,18448,0
25613,Through the Ages: A Story of Civilization,2006,2,4,120,12,17628,926,601,4240,7.9,7.676,18377,1
170042,Raiders of the North Sea,2015,2,4,80,12,23988,192,987,5967,7.77,7.542,18313,1
15512,Diamant,2005,3,8,30,8,22542,351,670,3407,6.82,6.697,18115,1
118,Modern Art,1992,3,5,45,10,22554,465,797,4055,7.44,7.253,18108,1
74,Apples to Apples,1999,4,10,30,12,26668,1003,62,534,5.79,5.684,18050,0
92828,Dixit: Odyssey,2011,3,12,30,8,25257,151,400,2377,7.44,7.226,17972,1
43570,Friday,2011,1,1,25,13,31216,959,293,2606,7.14,6.966,17924,1
156129,Deception: Murder in Hong Kong,2014,4,12,20,14,26648,392,715,6140,7.49,7.284,17915,1
37904,Formula D,2008,2,10,60,8,24294,640,547,3419,7.02,6.847,17842,1
167355,Nemesis,2018,1,5,180,12,26068,91,1099,9058,8.39,7.982,17688,1
124708,Mice and Mystics,2012,1,4,90,7,34759,725,1029,7538,7.29,7.057,17612,1
205896,Rising Sun,2018,3,5,120,14,22845,269,727,6289,7.84,7.538,17498,1
171131,Captain Sonar,2016,2,8,60,14,24096,517,613,5878,7.55,7.342,17423,1
244522,That's Pretty Clever!,2018,1,4,30,8,26934,162,347,2481,7.62,7.41,17383,1
113924,Zombicide,2012,1,6,60,14,24644,547,390,3489,7.14,6.883,17279,1
209778,Magic Maze,2017,1,8,15,8,26428,495,393,3733,7.02,6.854,17263,1
160477,Onitama,2014,2,2,20,8,25932,327,559,4910,7.39,7.181,17194,1
25669,Qwirkle,2006,2,4,45,6,31076,590,159,1522,6.78,6.633,17192,1
127023,Kemet,2012,2,5,120,13,19420,404,1123,6441,7.7,7.472,17188,1
28023,Jamaica,2007,2,6,60,8,23270,424,721,4327,7.06,6.883,17111,1
163967,Tiny Epic Galaxies,2015,1,5,45,14,30491,402,498,3848,7.36,7.149,17107,1
239188,Chronicles of Crime,2018,1,4,90,14,28591,472,475,4019,7.73,7.338,17103,1
118048,Targi,2012,2,2,60,12,26418,248,924,5187,7.64,7.433,16975,1
194594,Dice Forge,2017,2,4,45,10,25958,380,425,3632,7.27,7.055,16942,1
312484,Lost Ruins of Arnak,2020,1,4,120,12,27514,140,1137,8664,8.11,7.819,16860,1
62871,Zombie Dice,2010,2,99,20,10,32001,507,69,930,6.22,6.083,16809,0
24480,The Pillars of the Earth,2006,2,4,120,12,20688,514,702,3601,7.28,7.094,16786,1
147151,Concept,2013,4,12,40,10,26470,527,232,2364,6.8,6.656,16763,1
216132,Clans of Caledonia,2017,1,4,120,12,19267,186,1034,5729,7.99,7.723,16721,1
263918,Cartographers,2019,1,100,45,10,29933,192,480,4097,7.72,7.477,16702,1
224037,Codenames: Duet,2017,2,2,30,11,33277,359,273,2569,7.53,7.331,16699,1
92415,Skull,2011,3,6,45,10,24584,194,421,3379,7.2,7.015,16516,1
258,Fluxx,1997,2,6,30,8,28025,734,41,780,5.67,5.565,16504,0
127398,Legends of Andor,2012,2,4,90,10,27729,714,512,3931,7.18,6.965,16283,1
760,Battle Line,2000,2,2,30,12,19787,403,453,2706,7.41,7.208,16169,1
21763,Mr. Jack,2006,2,2,30,9,20533,636,416,3019,7.0,6.831,16104,1
9674,Ingenious,2004,1,4,45,8,19572,568,302,1991,7.12,6.941,16052,1
233078,Twilight Imperium: Fourth Edition,2017,3,6,480,14,20542,120,986,8984,8.68,8.262,16025,1
113294,Escape: The Curse of the Temple,2012,1,5,10,8,20061,632,477,3645,6.99,6.82,15960,1
291457,Gloomhaven: Jaws of the Lion,2020,1,4,120,14,38398,342,448,6410,8.68,8.26,15918,1
34219,Biblios,2007,2,4,30,10,20223,423,647,3388,7.2,7.022,15861,1
144733,Russian Railroads,2013,2,4,120,12,15184,209,978,3983,7.76,7.528,15840,1
63888,Innovation,2010,2,4,60,12,20393,648,519,3118,7.27,7.075,15785,1
254640,Just One,2018,3,7,20,8,26149,152,341,3082,7.62,7.391,15777,1
169426,Roll Player,2016,1,4,90,10,23785,242,920,5040,7.51,7.282,15631,1
102680,Trajan,2011,2,4,120,12,18314,292,948,4378,7.76,7.512,15574,1
188,Go,-2200,2,2,180,8,21439,269,145,1780,7.64,7.318,15513,1
115746,War of the Ring: Second Edition,2012,2,4,180,13,25131,206,1325,8976,8.51,8.136,15498,1
217372,The Quest for El Dorado,2017,2,4,60,10,24330,226,906,5163,7.62,7.388,15430,1
175914,Food Chain Magnate,2015,2,5,240,14,18775,157,1607,8281,8.12,7.834,15406,1
180974,Potion Explosion,2015,2,4,45,8,22183,255,457,3159,7.15,6.943,15275,1
3,Samurai,1998,2,4,60,10,15634,293,805,3456,7.45,7.239,15203,1
102652,Sentinels of the Multiverse,2011,2,5,60,8,21571,1046,245,2075,7.2,6.954,15191,1
229853,Teotihuacan: City of Gods,2018,1,4,120,14,20834,235,739,4983,7.93,7.643,15163,1
38453,Space Alert,2008,1,5,30,12,21481,705,774,5262,7.43,7.203,15159,1
209010,Mechs vs. Minions,2016,2,4,120,14,21517,301,1062,7120,8.02,7.721,15119,1
140934,Arboretum,2015,2,4,30,8,26163,379,625,4280,7.36,7.152,15109,1
438,Scotland Yard,1983,3,6,45,10,24986,950,107,1006,6.51,6.37,15049,1
9217,Saint Petersburg,2004,2,4,60,10,12258,240,565,1977,7.29,7.085,15003,1
160499,King of New York,2014,2,6,40,10,23122,661,330,2358,6.94,6.755,14940,1
316554,Dune: Imperium,2020,1,4,120,14,23474,121,1002,8021,8.32,7.961,14897,1
77130,Sid Meier's Civilization: The Board Game,2010,2,4,240,13,19992,765,391,2986,7.4,7.147,14851,1
43443,Castle Panic,2009,1,6,60,10,25200,778,237,2193,6.65,6.487,14839,1
555,The Princes of Florence,2000,2,5,100,12,16043,515,531,2213,7.53,7.285,14776,1
823,The Lord of the Rings,2000,2,5,90,12,24479,1220,179,1173,6.74,6.579,14750,1
2471,Zombies!!!,2001,2,6,90,15,22773,1168,76,560,5.8,5.621,14720,0
182874,Grand Austria Hotel,2015,2,4,120,12,17714,116,1167,4940,7.88,7.602,14715,1
131835,Boss Monster: The Dungeon Building Card Game,2013,2,4,30,13,30048,1025,96,1197,6.28,6.106,14706,0
43111,Chaos in the Old World,2009,3,4,120,13,15172,261,861,3981,7.68,7.407,14669,1
172287,Champions of Midgard,2015,2,4,90,10,20916,221,844,5026,7.76,7.486,14630,1
155821,Inis,2016,2,4,90,14,19044,218,1289,7434,7.81,7.507,14557,1
155703,Evolution,2014,2,6,60,12,19924,560,401,3059,7.11,6.901,14543,1
41,Can't Stop,1980,2,4,30,9,13100,225,407,1844,6.85,6.699,14493,1
48726,Alien Frontiers,2010,2,4,90,13,14886,427,823,3939,7.4,7.184,14492,1
225694,Decrypto,2018,3,8,45,12,23658,173,448,4171,7.79,7.516,14481,1
1917,Stratego,1946,2,2,45,8,25264,558,30,448,6.1,5.974,14473,0
811,Rummikub,1977,2,4,60,8,28996,373,30,386,6.4,6.24,14449,0
59959,Letters from Whitechapel,2011,2,6,90,14,20181,438,670,4642,7.38,7.141,14403,1
63268,Spot it!,2009,2,8,15,7,28042,204,77,670,6.61,6.438,14329,1
156009,Port Royal,2014,2,5,50,8,21761,331,289,1809,7.13,6.93,14321,1
27588,Zooloretto,2007,2,5,45,8,18086,588,346,1618,6.83,6.658,14271,1
286096,Tapestry,2019,1,5,120,12,20068,321,645,5396,7.46,7.204,14243,1
12692,Gloom,2005,2,4,60,13,28291,774,153,1597,6.33,6.166,14232,0
46213,Telestrations,2009,4,8,30,12,20323,265,186,1907,7.4,7.165,14111,1
199042,Harry Potter: Hogwarts Battle,2016,2,4,60,11,28282,368,330,3273,7.43,7.119,14072,1
285774,Marvel Champions: The Card Game,2019,1,4,90,14,24459,269,535,4065,8.2,7.802,14032,1
262712,Res Arcana,2019,2,4,60,12,19414,208,719,4721,7.74,7.457,13955,1
219513,Bärenpark,2017,2,4,45,8,19249,212,774,3770,7.35,7.128,13926,1
172818,Above and Below,2015,2,4,90,13,21533,476,627,4740,7.4,7.151,13906,1
198994,Hero Realms,2016,2,4,30,12,24143,357,213,1984,7.58,7.263,13901,1
20100,Wits & Wagers,2005,3,7,25,10,19103,596,166,1651,6.93,6.762,13898,1
140620,Lewis & Clark: The Expedition,2013,1,5,120,14,17010,457,618,3497,7.48,7.248,13883,1
27627,Talisman: Revised 4th Edition,2007,2,6,90,13,21229,538,199,1673,6.52,6.269,13883,1
215,Tichu,1991,4,4,60,10,21385,318,290,1872,7.58,7.316,13882,1
199478,Flamme Rouge,2016,2,4,45,8,18226,175,817,3801,7.54,7.266,13875,1
191189,Aeon's End,2016,1,4,60,14,20648,218,707,5828,8.01,7.667,13837,1
21241,Neuroshima Hex! 3.0,2006,1,4,30,13,14620,479,398,2939,7.4,7.136,13802,1
29368,Last Night on Earth: The Zombie Game,2007,2,6,90,12,18396,816,258,2352,6.93,6.69,13734,1
176189,Zombicide: Black Plague,2015,1,6,180,14,23415,290,502,3981,7.67,7.299,13708,1
161417,Red7,2014,2,4,30,9,19855,384,183,1328,6.9,6.722,13659,1
221107,Pandemic Legacy: Season 2,2017,2,4,60,14,26914,205,329,4390,8.11,7.784,13644,1
97207,Dungeon Petz,2011,2,4,90,13,17537,361,797,4281,7.45,7.214,13491,1
521,Crokinole,1876,2,4,30,8,12007,46,756,4861,7.95,7.672,13453,1
155362,Ca$h 'n Guns (Second Edition),2014,4,8,30,10,19566,523,246,2152,6.88,6.704,13377,1
91536,Quarriors!,2011,2,4,30,14,17409,840,237,1795,6.75,6.568,13371,1
278,Catan Card Game,1996,2,2,120,10,22820,857,70,462,6.71,6.528,13320,1
185343,Anachrony,2017,1,4,120,15,17458,127,1067,6733,8.11,7.755,13318,1
19857,Glory to Rome,2005,2,5,60,12,14568,264,1275,4122,7.49,7.253,13278,1
45,Perudo,1800,2,6,30,8,17170,377,139,1032,6.9,6.719,13220,1
45315,Dungeon Lords,2009,2,4,90,12,14875,486,485,3065,7.38,7.148,13169,1
25292,Merchants & Marauders,2010,2,4,180,13,18065,398,940,5076,7.4,7.138,13149,1
20551,Shogun,2006,3,5,120,12,13175,351,657,3640,7.53,7.264,13133,1
265736,Tiny Towns,2019,1,6,60,14,21002,343,558,4302,7.32,7.076,13116,1
221194,Dinosaur Island,2017,1,4,120,8,22144,425,749,4765,7.68,7.376,13114,1
503,Through the Desert,1998,2,5,45,10,14443,440,585,2356,7.08,6.885,13100,1
191862,Imhotep,2016,2,4,40,10,18396,404,402,2777,7.18,6.958,13066,1
83330,Mansions of Madness,2011,2,5,180,13,18901,402,335,2856,7.29,6.993,13055,1
171668,The Grizzled,2015,2,5,30,14,21134,619,313,2556,7.18,6.955,13051,1
256382,Disney Villainous,2018,2,6,50,10,29170,412,230,2650,7.05,6.775,12993,1
158600,Hanamikoji,2013,2,2,15,10,20981,264,522,3452,7.53,7.269,12972,1
125618,Libertalia,2012,2,6,60,14,14030,344,768,3690,7.15,6.946,12942,1
247763,Underwater Cities,2018,1,4,150,12,17373,116,1058,5929,8.1,7.768,12751,1
197376,Charterstone,2017,1,6,75,14,23596,443,434,4919,7.32,7.046,12748,1
119890,Agricola: All Creatures Big and Small,2012,2,2,30,13,18432,331,607,2841,7.37,7.127,12748,1
2243,Yahtzee,1956,2,10,30,6,22678,212,45,232,5.41,5.375,12725,0
43015,Hansa Teutonica,2009,2,5,90,12,11750,219,728,3033,7.68,7.421,12654,1
2452,Jenga,1983,1,8,20,6,22908,190,14,219,5.62,5.549,12641,0
266524,PARKS,2019,1,5,60,10,23735,132,868,6597,7.8,7.467,12639,1
71721,Space Hulk: Death Angel – The Card Game,2010,1,6,60,13,21999,781,238,1533,7.0,6.771,12575,1
25554,Notre Dame,2007,2,5,75,10,12612,316,432,1873,7.33,7.103,12568,1
181279,Fury of Dracula (Third/Fourth Edition),2015,2,5,180,14,22546,410,662,4914,7.49,7.204,12474,1
150312,Welcome to the Dungeon,2013,2,4,30,10,22073,628,151,1537,6.58,6.437,12470,1
483,Diplomacy,1959,2,7,360,12,20963,1085,165,1746,7.04,6.77,12447,1
31627,Ticket to Ride: Nordic Countries,2007,2,3,60,8,18699,125,709,3084,7.64,7.351,12351,1
2397,Backgammon,-3000,2,2,30,8,18889,135,23,253,6.54,6.362,12302,1
69789,Ascension: Deckbuilding Game,2010,1,4,30,13,13303,518,164,1634,7.03,6.782,12286,1
66188,Fresco,2010,2,4,60,10,14830,478,485,2356,7.27,7.048,12263,1
133038,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,2013,1,4,90,13,18456,988,242,2045,7.19,6.924,12262,1
169654,Deep Sea Adventure,2014,2,6,30,8,19482,266,280,2198,6.96,6.754,12191,1
34119,Tales of the Arabian Nights,2009,1,6,120,12,17294,428,693,3906,7.19,6.929,11983,1
